feature,story,title,method,url,firstName,lastName,contacts,creationTalentType,currency,currentLocation,industries,jobFunctions,languages,sourcingChannel,additionalInfoId,addressLine1,addressLine2,educations,experiences,photoUrl,projects,resumes,skills,workAuthorization,zipCode
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666153', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666153@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666153', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,0,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '137'}],[{'enumId': '202'}],[{'enumId': '44'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666154', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666154@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666154', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,3,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '138'}],[{'enumId': '165'}],[{'enumId': '59'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666155', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666155@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666155', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,2,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '136'}],[{'enumId': '214'}],[{'enumId': '58'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666156', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666156@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666156', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,0,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '131'}],[{'enumId': '208'}],[{'enumId': '54'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666157', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666157@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666157', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,2,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '129'}],[{'enumId': '170'}],[{'enumId': '63'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666158', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666158@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666158', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,3,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '142'}],[{'enumId': '389'}],[{'enumId': '46'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666159', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666159@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666159', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,2,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '127'}],[{'enumId': '244'}],[{'enumId': '50'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666160', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666160@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666160', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,2,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '133'}],[{'enumId': '404'}],[{'enumId': '57'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666161', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666161@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666161', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,1,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '138'}],[{'enumId': '32'}],[{'enumId': '64'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666162', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666162@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666162', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,2,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '4'}],[{'enumId': '389'}],[{'enumId': '48'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666163', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666163@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666163', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,4,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '137'}],[{'enumId': '180'}],[{'enumId': '61'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666164', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666164@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666164', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,2,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '139'}],[{'enumId': '6'}],[{'enumId': '55'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666165', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666165@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666165', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,3,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '140'}],[{'enumId': '398'}],[{'enumId': '44'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666166', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666166@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666166', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,4,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '141'}],[{'enumId': '404'}],[{'enumId': '62'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666167', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666167@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666167', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,0,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '136'}],[{'enumId': '402'}],[{'enumId': '59'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666168', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666168@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666168', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,0,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '139'}],[{'enumId': '402'}],[{'enumId': '60'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666169', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666169@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666169', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,1,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '129'}],[{'enumId': '4'}],[{'enumId': '52'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666170', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666170@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666170', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,4,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '127'}],[{'enumId': '17'}],[{'enumId': '56'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666171', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666171@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666171', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,1,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '133'}],[{'enumId': '401'}],[{'enumId': '56'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666172', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666172@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666172', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,1,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '137'}],[{'enumId': '248'}],[{'enumId': '62'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666173', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666173@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666173', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,4,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '119'}],[{'enumId': '196'}],[{'enumId': '56'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666174', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666174@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666174', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,4,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '137'}],[{'enumId': '165'}],[{'enumId': '57'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666175', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666175@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666175', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,1,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '125'}],[{'enumId': '217'}],[{'enumId': '42'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666176', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666176@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666176', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,0,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '132'}],[{'enumId': '241'}],[{'enumId': '46'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666177', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666177@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666177', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,2,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '135'}],[{'enumId': '390'}],[{'enumId': '41'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666178', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666178@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666178', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,3,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '4'}],[{'enumId': '198'}],[{'enumId': '40'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666179', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666179@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666179', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,2,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '141'}],[{'enumId': '163'}],[{'enumId': '60'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666180', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666180@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666180', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,3,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '124'}],[{'enumId': '196'}],[{'enumId': '40'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666181', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666181@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666181', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,4,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '118'}],[{'enumId': '169'}],[{'enumId': '48'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666182', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666182@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666182', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,4,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '139'}],[{'enumId': '190'}],[{'enumId': '45'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666183', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666183@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666183', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,3,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '128'}],[{'enumId': '190'}],[{'enumId': '50'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666184', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666184@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666184', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,3,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '140'}],[{'enumId': '218'}],[{'enumId': '40'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666185', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666185@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666185', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,0,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '125'}],[{'enumId': '246'}],[{'enumId': '40'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666186', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666186@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666186', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,0,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '132'}],[{'enumId': '32'}],[{'enumId': '62'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666187', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666187@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666187', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,1,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '129'}],[{'enumId': '159'}],[{'enumId': '63'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666188', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666188@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666188', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,4,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '124'}],[{'enumId': '155'}],[{'enumId': '52'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666189', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666189@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666189', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,2,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '128'}],[{'enumId': '165'}],[{'enumId': '40'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666190', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666190@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666190', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,1,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '127'}],[{'enumId': '170'}],[{'enumId': '58'}],LINKEDIN,,,,,,,,,,,
talent,创建候选人,只填必填项,post,/talent/api/v3/talents,atest0311,bulk01,"[{'type': 'PHONE', 'contact': '19356666191', 'sort': 1}, {'type': 'EMAIL', 'contact': '19356666191@163.com', 'sort': 2}, {'type': 'WECHAT', 'contact': '19356666191', 'details': None, 'sort': 3}]",CREATE_WITHOUT_RESUME,4,"{city: null, province: null, country: null, location: ""ca""}",[{'enumId': '137'}],[{'enumId': '170'}],[{'enumId': '52'}],LINKEDIN,,,,,,,,,,,
